Name,Clade,lineage(SUPERKINGDOM),lineage(KINGDOM),lineage(PHYLUM),lineage(CLASS),lineage(ORDER),lineage(FAMILY),lineage(GENUS),lineage(SPECIES)
sp|B9S1N2|TPS8_RICCO,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Ricinus,Ricinus communis (Castor bean)
sp|J9R388|TPS10_SELML,7,,,,,,,,
sp|E3W202|SASY_SANAL,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Santalales,Santalaceae,Santalum (sandalwoods),Santalum album (White sandalwood)
sp|A0A1B4XBG5|SDNA_SORAA,7,,,,,,,,
sp|B5A435|STPS1_SANAL,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Santalales,Santalaceae,Santalum (sandalwoods),Santalum album (White sandalwood)
sp|B9RPM3|TPS9_RICCO,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Ricinus,Ricinus communis (Castor bean)
sp|A0A2K9RFZ9|TPS6_VITAC,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Vitex,Vitex agnus-castus (Chaste tree)
sp|Q9FI27|TPS20_ARATH,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana (Mouse-ear cress)
sp|Q9LH31|TPS30_ARATH,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana (Mouse-ear cress)
sp|A0A291LSD6|TPS21_MAIZE,7,,,,,,,,
sp|Q1XBU5|TPS5_SOLLC,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum lycopersicum (Tomato) (Lycopersicon esculentum)
sp|A0A2K9RFZ8|TPS3_VITAC,7,,,,,,,,
sp|A0A1W6GW18|STPS3_SALMI,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia (sages),Salvia miltiorrhiza (Chinese sage)
sp|Q9M7D0|TPSD9_ABIGR,7,Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Pinales,Pinaceae,Abies (fir trees),Abies grandis (Grand fir) (Pinus grandis)
sp|A0A178U9Y5|TP20L_ARATH,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana (Mouse-ear cress)
sp|Q9M7D1|TPSD8_ABIGR,7,Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Pinales,Pinaceae,Abies (fir trees),Abies grandis (Grand fir) (Pinus grandis)
sp|Q675L0|TPSLS_PICAB,7,Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Pinales,Pinaceae,Picea,Picea abies (Norway spruce) (Picea excelsa)
sp|C1K5M3|PHS1_SOLLC,7,,,,,,,,
sp|P0CV97|PINS_FRAAN,7,,,,,,,,
sp|O81193|SSS_SALOF,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia (sages),Salvia officinalis (Sage)
sp|Q49SP4|TPGD1_POGCB,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Pogostemon,Pogostemon cablin (Patchouli) (Mentha cablin)
sp|Q947C4|TPSD1_GINBI,7,,,,,,,,
sp|M4HY05|TPSD1_PINCO,7,,,,,,,,
sp|Q84ND0|TPS2_ANTMA,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Antirrhinum (snapdragons),Antirrhinum majus (Garden snapdragon)
sp|Q6WP50|BOT2_BOTFU,7,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,Botryotinia fuckeliana (Noble rot fungus) (Botrytis cinerea)
sp|E3W204|SPISY_SANSP,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Santalales,Santalaceae,Santalum (sandalwoods),Santalum spicatum (Australian sandalwood)
sp|Q9ZUH4|TPSA_ARATH,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana (Mouse-ear cress)
sp|Q9SYN1|PEN6_ARATH,7,,,,,,,,
sp|A0A1C9J6A7|RLC1_CITSI,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Citrus sinensis (Sweet orange) (Citrus aurantium var. sinensis)
sp|F8WQD0|SHS1_ASTTA,7,,,,,,,,
sp|K4LMW2|STS2_THAGA,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Thapsia,Thapsia garganica (Deadly carrot)
sp|Q6Q3H3|TPSGD_VITVI,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Vitis vinifera (Grape)
sp|J7LH11|TPS8_PHYDL,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Verbenaceae,Phyla,Phyla dulcis (Aztec sweet herb) (Lippia dulcis)
sp|O23651|TPS01_ARATH,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana (Mouse-ear cress)
sp|Q6JD71|TPS4B_MAIZE,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Zea,Zea mays (Maize)
sp|B6H063|PRX2_PENRW,7,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales (green and blue molds),Aspergillaceae,Penicillium,Penicillium rubens
sp|E3W203|SAUSY_SANAS,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Santalales,Santalaceae,Santalum (sandalwoods),Santalum austrocaledonicum (Sandalwood)
sp|Q84KL5|PT5_PINTA,7,,,,,,,,
sp|Q41594|TASY_TAXBR,7,,,,,,,,
sp|Q9LRZ6|MYRS2_ARATH,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana (Mouse-ear cress)
sp|E3W207|SAUSS_SANAS,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Santalales,Santalaceae,Santalum (sandalwoods),Santalum austrocaledonicum (Sandalwood)
sp|B9X0J1|STBOS_STERE,7,,,,,,,,
sp|Q6BE23|OXSC_CUCPE,7,,,,,,,,
sp|H2KWF1|PAKSY_ORYSJ,7,,,,,,,,
sp|O23945|PINS_FRAVE,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,Fragaria vesca (Woodland strawberry) (Potentilla vesca)
sp|P0CV95|NES2_FRAAN,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,Fragaria ananassa (Strawberry) (Fragaria chiloensis x Fragaria virginiana)
sp|K4L9M2|STS1_THAGA,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Thapsia,Thapsia garganica (Deadly carrot)
sp|Q9SLP9|CAS1_LUFAE,7,,,,,,,,
sp|A0A1D6F9Y9|C92C6_MAIZE,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Zea,Zea mays (Maize)
sp|Q93YV0|GES_ARATH,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana (Mouse-ear cress)
sp|Q03471|PRX2_PENRO,7,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales (green and blue molds),Aspergillaceae,Penicillium,Penicillium roqueforti
sp|Q84KL3|PT30_PINTA,7,Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus taeda (Loblolly pine)
sp|Q6Z5J6|KSL5_ORYSJ,7,,,,,,,,
sp|Q5SBP3|LLOS_OCIBA,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum (basils),Ocimum basilicum (Sweet basil)
sp|C7E5V7|FARS_ZEAMM,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Zea,Zea mays (Maize)
sp|C7E5V8|FARS_ZEAMH,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Zea,Zea mays (Maize)
sp|Q2XSC5|LALIN_LAVAN,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Lavandula (lavenders),Lavandula angustifolia (Lavender)
sp|Q5SBP1|MYRS_OCIBA,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum (basils),Ocimum basilicum (Sweet basil)
sp|E2IUA9|LUPS_KALDA,7,,,,,,,,
sp|A0A1S5RW73|KPS_SALDI,7,,,,,,,,
sp|Q6ZH94|LINS_ORYSJ,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Oryza,Oryza sativa (Rice)
sp|Q8RWT0|LUP2_ARATH,7,,,,,,,,
sp|M4HYC8|MPIM1_PINCO,7,,,,,,,,
sp|A0A1L5YKS7|MTSL4_MARPO,7,Eukaryota,Viridiplantae,Streptophyta,Marchantiopsida,Marchantiales,Marchantiaceae,Marchantia,Marchantia polymorpha (Liverwort) (Marchantia aquatica)
sp|J9R393|MTS13_SELML,7,Eukaryota,Viridiplantae,Streptophyta,Lycopodiopsida (clubmosses),Selaginellales (spike mosses),Selaginellaceae,Selaginella,Selaginella moellendorffii (Spikemoss)
sp|Q2XSC6|LALIM_LAVAN,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Lavandula (lavenders),Lavandula angustifolia (Lavender)
sp|Q9FR95|PEN1_ARATH,7,,,,,,,,
sp|Q9FI37|PEN4_ARATH,7,,,,,,,,
sp|Q84KL4|PT10_PINTA,7,Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus taeda (Loblolly pine)
sp|Q9FXY7|FARS_ARTAN,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia annua (Sweet wormwood)
sp|S0EA85|GA6_GIBF5,7,,,,,,,,
sp|P0CV96|NES1_FRAVE,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,Fragaria vesca (Woodland strawberry) (Potentilla vesca)
sp|A0A0U4CDK4|KSB_SALMI,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia (sages),Salvia miltiorrhiza (Chinese sage)
sp|Q0JA83|KSL3_ORYSJ,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Oryza,Oryza sativa (Rice)
sp|A1C8C3|OPHFS_ASPCL,7,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales (green and blue molds),Aspergillaceae,Aspergillus,Aspergillus clavatus
sp|C7E5W0|FARS_ZEAPE,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Zea,Zea perennis (Perennial teosinte) (Euchlaena perennis)
sp|Q04782|ERG7_CANAL,7,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans (Yeast)
sp|Q9AR04|AMS1_ARTAN,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia annua (Sweet wormwood)
sp|Q1AHB2|KSL11_ORYSI,7,,,,,,,,
sp|Q9FZI2|LUP5_ARATH,7,,,,,,,,
sp|Q9C5M3|LUP1_ARATH,7,,,,,,,,
sp|M4HY08|MPIM1_PINBN,7,,,,,,,,
sp|Q93X23|MYRS_QUEIL,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus ilex (Holly oak)
sp|S0ENM8|GUDIS_GIBF5,7,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Gibberella fujikuroi (Bakanae and foot rot disease fungus) (Fusarium fujikuroi)
sp|B3TPQ7|ATESY_MAGGA,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,Magnolia grandiflora (Southern magnolia)
sp|Q5SBP5|GCS1_OCIBA,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum (basils),Ocimum basilicum (Sweet basil)
sp|P0CJ43|OCISB_ARATH,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana (Mouse-ear cress)
sp|Q6PWU2|ATESY_VITVI,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Vitis vinifera (Grape)
sp|O82139|CAS1_PANGI,7,,,,,,,,
sp|B8PQ84|CPS1_SALMI,7,,,,,,,,
sp|H8ZM71|ISO_ABIBA,7,,,,,,,,
sp|Q9SPN0|LLOS1_ARTAN,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia annua (Sweet wormwood)
sp|M4HXW5|MISO1_PINBN,7,,,,,,,,
sp|P0CJ42|OCISA_ARATH,7,,,,,,,,
sp|Q7XAS7|ISPS_POPTM,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus (poplars),Populus tremuloides (Quaking aspen)
sp|Q0JEZ8|KSL4_ORYSJ,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Oryza,Oryza sativa (Rice)
sp|A0A125SXN1|LCC_LYCCL,7,,,,,,,,
sp|P48449|LSS_HUMAN,7,,,,,,,,
sp|A0A1L7VZE7|GUDIS_FUSPR,7,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Gibberella intermedia (Bulb rot disease fungus) (Fusarium proliferatum)
sp|M4HYP3|MISO1_PINCO,7,,,,,,,,
sp|Q00G37|KSL7_ORYSI,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Oryza,Oryza sativa (Rice)
sp|A0A125SXN3|LCA_LYCCL,7,,,,,,,,
sp|Q84UV0|LINS_ARATH,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana (Mouse-ear cress)
sp|D8RNZ9|MTS22_SELML,7,Eukaryota,Viridiplantae,Streptophyta,Lycopodiopsida (clubmosses),Selaginellales (spike mosses),Selaginellaceae,Selaginella,Selaginella moellendorffii (Spikemoss)
sp|A0A060KY90|MYC1_SOLLC,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum lycopersicum (Tomato) (Lycopersicon esculentum)
sp|Q2QQJ5|KSL10_ORYSJ,7,,,,,,,,
sp|Q764T8|LUPS_GLYGL,7,,,,,,,,
sp|Q84LB2|AFS1_MALDO,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Malus,Malus domestica (Apple) (Pyrus malus)
sp|H8ZM70|LAS_ABIBA,7,,,,,,,,
sp|Q39548|KSB_CUCMA,7,,,,,,,,
sp|Q66QH3|KSL4_ORYSI,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Oryza,Oryza sativa (Rice)
sp|A0A1L7U8F2|GUDIS_FUSMA,7,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium mangiferae (Mango malformation disease fungus)
sp|P48450|LSS_RAT,7,,,,,,,,
sp|Q9SPN1|LLOS5_ARTAN,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia annua (Sweet wormwood)
sp|J9QS25|MTS26_SELML,7,Eukaryota,Viridiplantae,Streptophyta,Lycopodiopsida (clubmosses),Selaginellales (spike mosses),Selaginellaceae,Selaginella,Selaginella moellendorffii (Spikemoss)
sp|A0A2U8U2L5|ASR6_SARSH,7,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Sarocladiaceae,Sarocladium,Sarocladium schorii (Acremonium strictum (strain IMI 501407))
sp|Q9LRH8|BAMS_PEA,7,,,,,,,,
sp|H8ZM73|CAS_ABIBA,7,,,,,,,,
sp|A8NU13|COP4_COPC7,7,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis cinerea (Inky cap fungus) (Hormographiella aspergillata)
sp|Q2XSC4|LABER_LAVAN,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Lavandula (lavenders),Lavandula angustifolia (Lavender)
sp|Q6ET36|CPS1_ORYSJ,7,,,,,,,,
sp|Q8LSC3|GASL_CICIN,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Cichorium,Cichorium intybus (Chicory)
sp|Q8W3Z2|LUPS_BETPL,7,,,,,,,,
sp|Q8BLN5|LSS_MOUSE,7,,,,,,,,
sp|Q40577|5EAS_TOBAC,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Nicotiana,Nicotiana tabacum (Common tobacco)
sp|Q9SAK2|KSB_ARATH,7,,,,,,,,
sp|Q0JA82|KS1_ORYSJ,7,,,,,,,,
sp|A0A125SXN2|LCD_LYCCL,7,,,,,,,,
sp|Q4KSH9|BARS_ARATH,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana (Mouse-ear cress)
sp|Q4U3F6|CS_HELAN,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus annuus (Common sunflower)
sp|D0VMR6|DGUS1_AQUCR,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Thymelaeaceae,Aquilaria,Aquilaria crassna (Eagle wood)
sp|Q9T0J9|GBIS1_ARATH,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana (Mouse-ear cress)
sp|Q9T0K1|GBIS2_ARATH,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana (Mouse-ear cress)
sp|Q84UU4|HUMS_ARATH,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana (Mouse-ear cress)
sp|Q6EJ97|ISPS_PUEML,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Pueraria,Pueraria montana
sp|C7E5V9|FARS_ZEADI,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Zea,Zea diploperennis (Diploperennial teosinte)
sp|A2PZA5|FC1_PHOAM,7,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Phomopsis amygdali (Fusicoccum amygdali)
sp|F8UL80|GAS_TANPA,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Tanacetum,Tanacetum parthenium (Feverfew) (Matricaria parthenium)
sp|Q0E088|KSL7_ORYSJ,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Oryza,Oryza sativa (Rice)
sp|E2E2P0|GTPS_ORIVU,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum (marjorams),Origanum vulgare (Wild marjoram)
sp|Q6BDZ9|KSL8_ORYSJ,7,,,,,,,,
sp|A4KAG7|KSL5_ORYSI,7,,,,,,,,
sp|Q9AR86|ISPS_POPCN,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus (poplars),Populus canescens (Grey poplar) (Populus tremula x Populus alba)
sp|A0A075FBG7|ELS_MARVU,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Marrubium (horehounds),Marrubium vulgare (White horehound)
sp|S0DX56|EREMS_GIBF5,7,,,,,,,,
sp|A0A1D6KUI6|KSL4_MAIZE,7,,,,,,,,
sp|Q9UR08|ARIS_ASPTE,7,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales (green and blue molds),Aspergillaceae,Aspergillus,Aspergillus terreus
sp|Q5SBP2|FES_OCIBA,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum (basils),Ocimum basilicum (Sweet basil)
sp|Q948R6|IMFS_LUFAE,7,,,,,,,,
sp|F1CKI9|3CAR3_PICSI,7,Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Pinales,Pinaceae,Picea,Picea sitchensis (Sitka spruce) (Pinus sitchensis)
sp|P0C565|CHRYS_TANCI,7,,,,,,,,
sp|P0DI77|CIN2_ARATH,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana (Mouse-ear cress)
sp|O23390|BARS1_ARATH,7,,,,,,,,
sp|C9K2Q3|BSC8_ALTBR,7,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria brassicicola (Dark leaf spot agent)
sp|Q8LSC2|GASS_CICIN,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Cichorium,Cichorium intybus (Chicory)
sp|Q9LLR9|ECS1_ARTAN,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia annua (Sweet wormwood)
sp|A0A3L6G2C1|EDSM_MAIZE,7,,,,,,,,
sp|K4B6C9|EOT1_SOLLC,7,,,,,,,,
sp|Q94JS8|FARS_CITJU,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Citrus junos (Yuzu) (Citrus ichangensis x Citrus reticulata var. austera)
sp|Q5SBP6|GDS_OCIBA,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum (basils),Ocimum basilicum (Sweet basil)
sp|A0A1D6K6U5|AN2_MAIZE,7,,,,,,,,
sp|E7DN64|DAMS_SOLLC,7,,,,,,,,
sp|A0A0U2D9C5|CPS4_SALMI,7,,,,,,,,
sp|P93665|DCS1_GOSHI,7,,,,,,,,
sp|G3CCC0|CLDS_TOBAC,7,,,,,,,,
sp|Q9LRH7|ABAMS_PEA,7,,,,,,,,
sp|Q0JF02|CPS4_ORYSJ,7,,,,,,,,
sp|D2YZP9|BISS_ZINOF,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Zingiberales,Zingiberaceae,Zingiber,Zingiber officinale (Ginger) (Amomum zingiber)
sp|P59287|CASS_RICCO,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Ricinus,Ricinus communis (Castor bean)
sp|Q8SA63|CARS_ARTAN,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia annua (Sweet wormwood)
sp|Q8GUE4|GERS_CINTE,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Cinnamomum,Cinnamomum tenuipile (Alseodaphne mollis)
sp|Q84LF0|5EAS2_NICAT,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Nicotiana,Nicotiana attenuata (Coyote tobacco)
sp|Q6USK1|GERS_OCIBA,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum (basils),Ocimum basilicum (Sweet basil)
sp|A0A1D6EFT8|EDSB_MAIZE,7,,,,,,,,
sp|Q41771|AN1_MAIZE,7,,,,,,,,
sp|O82146|BAMS2_PANGI,7,,,,,,,,
sp|A0A075F9Z3|CPS2_MARVU,7,,,,,,,,
sp|O49853|DCS4_GOSAR,7,,,,,,,,
sp|B0FGA9|GAS2_HELAN,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus annuus (Common sunflower)
sp|Q4U3F7|GAS1_HELAN,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus annuus (Common sunflower)
sp|D0VMR5|DGUSI_AQUCR,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Thymelaeaceae,Aquilaria,Aquilaria crassna (Eagle wood)
sp|B2KSJ5|GCSY1_CUCME,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis,Cucumis melo (Muskmelon)
sp|Q2NM15|FARS_MAIZE,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Zea,Zea mays (Maize)
sp|E2IUA8|FRIES_KALDA,7,,,,,,,,
sp|Q10231|ERG7_SCHPO,7,Eukaryota,Fungi,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces pombe (Fission yeast)
sp|Q96WJ0|ERG7_PNECA,7,Eukaryota,Fungi,Ascomycota,Pneumocystidomycetes,Pneumocystidales,Pneumocystidaceae,Pneumocystis,Pneumocystis carinii
sp|F8UL81|CARS_TANPA,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Tanacetum,Tanacetum parthenium (Feverfew) (Matricaria parthenium)
sp|Q5MQ85|CPS2_ORYSI,7,,,,,,,,
sp|E2IUB0|CASS_KALDA,7,,,,,,,,
sp|Q6JD73|TPS4A_MAIZE,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Zea,Zea mays (Maize)
sp|G5CV46|TPS31_SOLLC,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum lycopersicum (Tomato) (Lycopersicon esculentum)
sp|B9RHX7|TPS4_RICCO,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Ricinus,Ricinus communis (Castor bean)
sp|J7LJN5|TPS6_PHYDL,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Verbenaceae,Phyla,Phyla dulcis (Aztec sweet herb) (Lippia dulcis)
sp|O65434|TPS07_ARATH,7,,,,,,,,
sp|Q9LVP7|TPS16_ARATH,7,,,,,,,,
sp|Q9C748|TPS28_ARATH,7,,,,,,,,
sp|Q9LQ27|TPS22_ARATH,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana (Mouse-ear cress)
sp|Q9C6W6|TPS29_ARATH,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana (Mouse-ear cress)
sp|A0A1W6GW32|STPS1_SALMI,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia (sages),Salvia miltiorrhiza (Chinese sage)
